critic,fresh,publication,quote,review_date,imdb,rtid,title
Jack Mathews,none,Los Angeles Times,,2001-02-14,119572,13207,Love Jones
James Berardinelli,fresh,ReelViews,,2000-01-01,119572,13207,Love Jones
Susan Stark,fresh,Detroit News,,2000-01-01,119572,13207,Love Jones
Mick LaSalle,none,San Francisco Chronicle,,2000-01-01,119572,13207,Love Jones
Roger Ebert,fresh,Chicago Sun-Times,,2000-01-01,119572,13207,Love Jones
Janet Maslin,none,New York Times,,2000-01-01,119572,13207,Love Jones
,fresh,USA Today,The two leads click throughout in a movie that's just good enough to engender curiosity over filmmaker Witcher's follow-up effort.,2000-01-01,119572,13207,Love Jones
Stanley Kauffmann,none,The New Republic,,2000-01-01,119572,13207,Love Jones
,none,Houston Chronicle,,2000-01-01,119572,13207,Love Jones
Todd McCarthy,rotten,Variety,A generic suspenser that doesn't taste bad at first bite but becomes increasingly hard to swallow.,2008-05-20,120053,10410,The Saint
Lisa Alspector,rotten,Chicago Reader,"This insufferable romance-adventure includes vague comedy as well as unintentional humor, and its target audience seems to be preadolescents who won't notice the calculated enthusiasm with which it sidesteps sexuality.",2008-05-20,120053,10410,The Saint
Derek Adams,rotten,Time Out,Eminently forgettable.,2006-06-24,120053,10410,The Saint
Peter Travers,rotten,Rolling Stone,Love redeems this profiteer; it also renders him conventional.,2005-03-06,120053,10410,The Saint
Rita Kempley,rotten,Washington Post,Reinvention in the hands of Hollywood is seldom cause for celebration.,2002-06-26,120053,10410,The Saint
Edward Guthmann,fresh,San Francisco Chronicle,"There isn't a contemporary film actor more crafty than Val Kilmer -- or one who reveals less of his true self. That's why Kilmer is so perfectly cast as Simon Templar, the master thief and elusive disguise artist of The Saint.",2002-06-18,120053,10410,The Saint
Liam Lacey,fresh,Globe and Mail,"More entertaining than Mission: Impossible or the last Bond film, Goldeneye, it brings back the humour and sang-froid that makes the genre work.",2002-04-12,120053,10410,The Saint
Kenneth Turan,rotten,Los Angeles Times,"Whereas something like Clear and Present Danger was briskly all of a piece, ""The Saint"" has difficulty making us believe that its diverse elements belong in the same motion picture.",2001-02-14,120053,10410,The Saint
Charles Taylor,rotten,Salon.com,A soulless piece of claptrap.,2000-01-01,120053,10410,The Saint
Roger Ebert,rotten,Chicago Sun-Times,"Compared with the sensational stunts and special effects in the Bond series, The Saint seems positively leisurely.",2000-01-01,120053,10410,The Saint
James Berardinelli,rotten,ReelViews,"The Saint is lightly entertaining, but there's very little here worth getting excited about.",2000-01-01,120053,10410,The Saint
Tom Long,rotten,Detroit News,A piece of mass-market movie bubblegum that stretches incredulity and then snaps apart.,2000-01-01,120053,10410,The Saint
Louis B. Parks,rotten,Houston Chronicle,The Saint is all glitz and comic-book spy plot with no more than a passing hint that Templar has a real personality behind the disguises.,2000-01-01,120053,10410,The Saint
Mike Clark,rotten,USA Today,Anyone looking for a religious experience at the multiplex this weekend will do better checking out Dennis Rodman's hair hues in Double Team.,2000-01-01,120053,10410,The Saint
Desson Thomson,fresh,Washington Post,"[Noyce] keeps things moving at a kinetic, involving pace.",2000-01-01,120053,10410,The Saint
Janet Maslin,rotten,New York Times,"Loud, frantic, ridiculously overproduced and featuring a preening performance by Val Kilmer as a supposedly brilliant master of disguise, The Saint is sheer overkill.",2000-01-01,120053,10410,The Saint
Lisa Schwarzbaum,rotten,Entertainment Weekly,,2011-09-07,120152,14827,Smilla's Sense of Snow
David Stratton,none,Variety,,2008-06-13,120152,14827,Smilla's Sense of Snow
Derek Adams,none,Time Out,,2006-06-24,120152,14827,Smilla's Sense of Snow
,rotten,Globe and Mail,,2002-04-12,120152,14827,Smilla's Sense of Snow
Kenneth Turan,none,Los Angeles Times,,2001-02-14,120152,14827,Smilla's Sense of Snow
Ruthe Stein,none,San Francisco Chronicle,,2000-01-01,120152,14827,Smilla's Sense of Snow
,none,Washington Post,,2000-01-01,120152,14827,Smilla's Sense of Snow
Janet Maslin,none,New York Times,,2000-01-01,120152,14827,Smilla's Sense of Snow
Jonathan Rosenbaum,rotten,Chicago Reader,,2000-01-01,120152,14827,Smilla's Sense of Snow
James Berardinelli,fresh,ReelViews,,2000-01-01,120152,14827,Smilla's Sense of Snow
Roger Ebert,fresh,Chicago Sun-Times,,2000-01-01,120152,14827,Smilla's Sense of Snow
Robin Dougherty,none,Salon.com,,2000-01-01,120152,14827,Smilla's Sense of Snow
Susan Stark,fresh,Detroit News,,2000-01-01,120152,14827,Smilla's Sense of Snow
Mike Clark,fresh,USA Today,"This tough-to-peg whodunit keeps you going for two hours, despite a few James Bond-ish (or Jane Bond-ish) turns that play less preposterously than you might assume were they to be divulged.",2000-01-01,120152,14827,Smilla's Sense of Snow
,rotten,Entertainment Weekly,,1997-02-28,120152,14827,Smilla's Sense of Snow
Joanne Kaufman,fresh,Wall Street Journal,"Ultimately, Crash succeeds in spite of itself. Its color war starts to feel obvious and schematic. Its coincidences and cliches become like a pileup on the 405 freeway, but there it is -- you find yourself rubbernecking and can't manage to look away.",2014-01-06,375679,12,Crash
Christy Lemire,fresh,Associated Press,"Haggis moves seamlessly between all these stories and has structured them in such a way that his characters reach a crisis point simultaneously, followed by melancholy clarity.",2013-02-15,375679,12,Crash
Ken Tucker,fresh,New York Magazine/Vulture,"It's smart, therefore, that Haggis has written such novel, precisely observed, often unpleasant characters as the ones Bullock, Dillon, and Cheadle inhabit.",2005-12-09,375679,12,Crash
Scott Tobias,rotten,AV Club,Any relation to persons living or dead is purely coincidental.,2005-09-26,375679,12,Crash
Andrew Sun,fresh,Hollywood Reporter,Enjoy the wonderful performances by a cast very committed to the cause.,2005-08-30,375679,12,Crash
Geoff Andrew,rotten,Time Out,"An already over-eventful narrative -- what, another crash? -- teeters into melodramatic implausibility.",2005-08-11,375679,12,Crash
Jonathan Rosenbaum,fresh,Chicago Reader,"[Has a] spirited and talented ensemble cast, which Haggis directs with sensitivity.",2005-05-13,375679,12,Crash
Andrew Sarris,rotten,New York Observer,Too facile.,2005-05-12,375679,12,Crash
Desson Thomson,fresh,Washington Post,"Haggis's drama is about much more than interlocking front-end collisions. It's about the way we learn, often badly, about one another and how it may take a bad confrontation to peel away the misperceptions.",2005-05-06,375679,12,Crash
Stephen Hunter,fresh,Washington Post,"This is the rare American film really about something, and almost all the performances are riveting. It asks tough questions, and lets its audience struggle with the answers.",2005-05-06,375679,12,Crash
Geoff Pevere,fresh,Toronto Star,The best parts of Crash are as good as they are because they confront us with behaviour we might be capable of under the same circumstances. And we're not bad people. Are we?,2005-05-06,375679,12,Crash
Stephanie Zacharek,rotten,Salon.com,"And so Crash raises the question: If racism is so pervasive in our society, why do we need such an elaborately contrived plot to drive home the message? In other words: How many racists does it take to screw in the point?",2005-05-06,375679,12,Crash
Moira MacDonald,fresh,Seattle Times,"Crash, Paul Haggis' flawed but riveting tale of racism in contemporary Los Angeles, has moments so powerful they're instantly seared into your memory; you'll watch without blinking, barely breathing.",2005-05-06,375679,12,Crash
Roger Moore,fresh,Orlando Sentinel,"Its emotional lows and wicked below-the-belt punches make it a soul-searching film, a manipulative movie with a lot of stars and a writer-director staying on message throughout: We need to know each other better than this.",2005-05-06,375679,12,Crash
Stephen Whitty,fresh,Newark Star-Ledger,"Crash isn't set half-a-century ago, in some place of dusty roads and Skoal-spitting sheriffs. It takes place now, in Los Angeles, that most modern of American cities.",2005-05-06,375679,12,Crash
Peter Debruge,rotten,Miami Herald,"Contrived, obvious and overstated, Crash is basically just one white man's righteous attempt to make other white people feel as if they've confronted the problem of racism head-on.",2005-05-06,375679,12,Crash
Eric Harrison,fresh,Houston Chronicle,"An ambitious and often wonderful movie, an expansive look at urban life -- the fractious, noisy whole of it -- filled with witty, biting and insightful writing.",2005-05-06,375679,12,Crash
Rick Groen,fresh,Globe and Mail,"Haggis bends back one full day to unravel the tangled threads leading to the crash, and, in turn, the tangle justifies the existence of his varied and polyglot ensemble.",2005-05-06,375679,12,Crash
Lisa Kennedy,fresh,Denver Post,One of the finest American movies to engage our diverse richness and our casual and not-so-casual ethnic hostility.,2005-05-06,375679,12,Crash
Ty Burr,rotten,Boston Globe,"Characters come straight from the assembly line of screenwriting archetypes, and too often they act in ways that archetypes, rather than human beings, do.",2005-05-06,375679,12,Crash
Owen Gleiberman,fresh,Entertainment Weekly,,2011-09-07,116041,16693,The Daytrippers
David Ansen,none,Newsweek,,2008-11-20,116041,16693,The Daytrippers
Emanuel Levy,fresh,Variety,"A spirited cast, including old pros Amma Meara and younger talent Parker Posey and Stanley Tucci, elevates this claustrophobic sitcom (most of whiche is set in a car) into something fluffier and funnier than it actually is.",2006-06-10,116041,16693,The Daytrippers
,none,Time Out,,2006-01-26,116041,16693,The Daytrippers
Mick LaSalle,fresh,San Francisco Chronicle,,2002-06-18,116041,16693,The Daytrippers
Desson Thomson,none,Washington Post,,2002-01-22,116041,16693,The Daytrippers
,none,Houston Chronicle,,2000-01-01,116041,16693,The Daytrippers
Roger Ebert,rotten,Chicago Sun-Times,,2000-01-01,116041,16693,The Daytrippers
Janet Maslin,none,New York Times,,2000-01-01,116041,16693,The Daytrippers
Stanley Kauffmann,none,The New Republic,,2000-01-01,116041,16693,The Daytrippers
Robin Dougherty,none,Salon.com,,2000-01-01,116041,16693,The Daytrippers
James Berardinelli,fresh,ReelViews,,1997-03-05,116041,16693,The Daytrippers
Owen Gleiberman,fresh,Entertainment Weekly,,2011-09-07,119528,12169,Liar Liar
Todd McCarthy,fresh,Variety,"Close to an ideal jumping-off point for Carrey, who spends the better part of an hour grotesquely physicalizing his scummy lawyer's struggle with being obliged to utter cold, hard facts.",2008-11-21,119528,12169,Liar Liar
Geoff Andrew,fresh,Time Out,"Pretty rudimentary, but it keeps Carrey's occasional over-exuberance in check and delivers likeable, effective, but decidedly mainstream comedy.",2006-06-24,119528,12169,Liar Liar
Rita Kempley,fresh,Washington Post,"Like Robin Williams, Carrey has learned to do his side-splitting shtick in character. He's not only under control, but funnier than ever as the truth-impaired Fletcher Reede.",2003-04-26,119528,12169,Liar Liar
Jeff Strickler,fresh,Minneapolis Star Tribune,...Liar Liar stands to make a liar out of those who predicted that Carrey's career was on the skids.,2002-11-06,119528,12169,Liar Liar
Peter Stack,fresh,San Francisco Chronicle,...Jim Carrey makes a wild and remarkable comeback to cheerfulness...,2002-06-18,119528,12169,Liar Liar
Rick Groen,rotten,Globe and Mail,"As Carrey's celebrated rubber does its patented act, the flick turns into a gyrational marathon -- mildly funny but seriously exhausting.",2002-04-12,119528,12169,Liar Liar
Kenneth Turan,fresh,Los Angeles Times,"...as Liar Liar proves one more time, there is probably no more consistently funny performer working in film today.",2001-02-14,119528,12169,Liar Liar
Susan Wloszczyna,fresh,USA Today,"Truth be told, the rapid-fire Liar, directed with unfussy flair by Tom Shadyac, is a one-joke movie. But it's a doozy.",2000-01-01,119528,12169,Liar Liar
Roger Ebert,fresh,Chicago Sun-Times,"I am gradually developing a suspicion, or perhaps it is a fear, that Jim Carrey is growing on me.",2000-01-01,119528,12169,Liar Liar
James Berardinelli,fresh,ReelViews,"All-in-all, Liar Liar is pretty good fun, and it represents one of Carrey's most entertaining movies to date.",2000-01-01,119528,12169,Liar Liar
Desson Thomson,fresh,Washington Post,It's a magnificent comic experience.,2000-01-01,119528,12169,Liar Liar
Susan Stark,fresh,Detroit News,"This is Carrey's most mature (and mainstream) comic turn, with flashes of introspection and tenderness.",2000-01-01,119528,12169,Liar Liar
Bruce Westbrook,fresh,Houston Chronicle,"Its premise is flimsy, but its payoff is riotously funny.",2000-01-01,119528,12169,Liar Liar
Janet Maslin,fresh,New York Times,"Well into his tumultuous career, Mr. Carrey finally turns up in a straightforward comic vehicle, and the results are much wilder and funnier than this mundane material should have allowed.",2000-01-01,119528,12169,Liar Liar
,fresh,Entertainment Weekly,,1997-06-01,119528,12169,Liar Liar
Lisa Schwarzbaum,fresh,Entertainment Weekly,,2011-09-07,117422,770723154,The Quiet Room
David Stratton,none,Variety,,2009-03-26,117422,770723154,The Quiet Room
Derek Adams,none,Time Out,,2006-02-09,117422,770723154,The Quiet Room
Stephen Holden,none,New York Times,,2004-08-30,117422,770723154,The Quiet Room
Lisa Schwarzbaum,fresh,Entertainment Weekly,,2011-09-07,120094,10473,Selena
Todd McCarthy,fresh,Variety,"Selena surmounts its connect-the-dots approach to its heroine's life to create an appealing, energetic look at a too-briefly soaring musical star.",2009-03-27,120094,10473,Selena
Stephen Holden,rotten,New York Times,"By the end of the film, Selena has been all but canonized.",2003-05-20,120094,10473,Selena
Edward Guthmann,rotten,San Francisco Chronicle,"Nava, who started his feature-film career with El Norte, is a good director who invariably finds a strong rapport with his actors. He's not much of a writer, though, and he should think twice about creating dialogue for his future projects.",2002-06-18,120094,10473,Selena
Peter Travers,rotten,Rolling Stone,Missing is a sense of the interior life behind the smiling face that Selena showed the world. What of the drive that led her to music? What comfort did she find in it? What pain?,2001-05-11,120094,10473,Selena
Susan Stark,fresh,Detroit News,,2000-01-01,120094,10473,Selena
James Berardinelli,fresh,ReelViews,"This is a simple story of hope and triumph, of one girl with the drive to succeed defying the odds and following her dream. It's not an original tale -- movies like this abound -- but Nava's point-of-view is fresh.",2000-01-01,120094,10473,Selena
Mike Clark,fresh,USA Today,"Selena Quintanilla Perez's life was too short to fill a screen bio with traditional dramatic components, yet Selena infectiously salutes the Tejano singer who had a rapturous fan base when she was slain in 1995.",2000-01-01,120094,10473,Selena
Roger Ebert,fresh,Chicago Sun-Times,"Selena succeeds, through Lopez's performance, in evoking the magic of a sweet and talented young woman.",2000-01-01,120094,10473,Selena
,fresh,Entertainment Weekly,,1997-03-21,120094,10473,Selena
Todd McCarthy,none,Variety,,2009-03-26,118972,16804,The Devil's Own
,none,Time Out,,2006-06-24,118972,16804,The Devil's Own
,rotten,Globe and Mail,,2002-07-12,118972,16804,The Devil's Own
Ruthe Stein,fresh,San Francisco Chronicle,,2002-06-18,118972,16804,The Devil's Own
Peter Travers,none,Rolling Stone,,2001-05-11,118972,16804,The Devil's Own
Kenneth Turan,none,Los Angeles Times,,2001-02-14,118972,16804,The Devil's Own
Roger Ebert,rotten,Chicago Sun-Times,,2000-01-01,118972,16804,The Devil's Own
Mike Clark,rotten,USA Today,"Though Hour 2's heavy emphasis on physical and emotional confrontations stimulates dramatic momentum, this respectable superstar meeting is finally, of all things, ordinary.",2000-01-01,118972,16804,The Devil's Own
Janet Maslin,none,New York Times,,2000-01-01,118972,16804,The Devil's Own
James Berardinelli,rotten,ReelViews,,2000-01-01,118972,16804,The Devil's Own
Susan Stark,rotten,Detroit News,,2000-01-01,118972,16804,The Devil's Own
,none,Washington Post,,2000-01-01,118972,16804,The Devil's Own
Charles Taylor,none,Salon.com,,2000-01-01,118972,16804,The Devil's Own
Stanley Kauffmann,none,The New Republic,,2000-01-01,118972,16804,The Devil's Own
,fresh,Entertainment Weekly,,1997-03-26,118972,16804,The Devil's Own
Todd McCarthy,none,Variety,,2009-03-26,118829,9702,Cats Don't Dance
Lawrence Van Gelder,none,New York Times,,2003-05-20,118829,9702,Cats Don't Dance
,fresh,Globe and Mail,,2002-04-12,118829,9702,Cats Don't Dance
Jack Mathews,none,Los Angeles Times,,2001-02-14,118829,9702,Cats Don't Dance
Mike Clark,rotten,USA Today,"Cats Don't Dance, nor do they enchant.",2000-01-01,118829,9702,Cats Don't Dance
Susan Stark,fresh,Detroit News,,2000-01-01,118829,9702,Cats Don't Dance
Peter Stack,none,San Francisco Chronicle,,2000-01-01,118829,9702,Cats Don't Dance
Rita Kempley,none,Washington Post,,2000-01-01,118829,9702,Cats Don't Dance
,none,Houston Chronicle,,2000-01-01,118829,9702,Cats Don't Dance
Roger Ebert,fresh,Chicago Sun-Times,,2000-01-01,118829,9702,Cats Don't Dance
Lisa Schwarzbaum,rotten,Entertainment Weekly,,2011-09-07,118663,11306,B*A*P*S
Lisa Alspector,fresh,Chicago Reader,t's a celebration of bonds that are thicker than blood and demonstrates above all that fame-and-fortune fantasies can blur divisions of race and class as persuasively as they can exaggerate them.,2009-07-21,118663,11306,B*A*P*S
Emanuel Levy,rotten,Variety,"Formulaic and distastefully fake, Townsend's modern fairy tale unsuccessfuly tries to combine the premise of Pretty Woman with the formats of the fish-out-of-water and culture-collision.",2006-04-26,118663,11306,B*A*P*S
,rotten,Time Out,"You can see how the black, modern-day Pygmalion-type story could work, just, but not with this heap of cabbage leaves for a script, and not with such desperately goofy acting from Berry and Desselle.",2006-01-26,118663,11306,B*A*P*S
James Berardinelli,rotten,ReelViews,"Paying movie-goers deserve more, especially from someone who has previously shown signs of genuine comic aptitude.",2000-01-01,118663,11306,B*A*P*S
Janet Maslin,rotten,New York Times,It's good for a half-hour of humor before the fun starts to dissolve.,2000-01-01,118663,11306,B*A*P*S
Esther Iverem,fresh,Washington Post,A very funny movie.,2000-01-01,118663,11306,B*A*P*S
Roger Ebert,rotten,Chicago Sun-Times,"Jaw-droppingly bad, a movie so misconceived I wonder why anyone involved wanted to make it.",2000-01-01,118663,11306,B*A*P*S
Susan Stark,rotten,Detroit News,,2000-01-01,118663,11306,B*A*P*S
Mike Clark,rotten,USA Today,"It's the kind of movie they don't make anymore -- and when they did, it was at the bottom of the bill after onscreen ads for local merchants.",2000-01-01,118663,11306,B*A*P*S
Edward Guthmann,fresh,San Francisco Chronicle,"They both do good work, but it's Desselle who steals the film and grabs the major laughs.",2000-01-01,118663,11306,B*A*P*S
Lisa Schwarzbaum,rotten,Entertainment Weekly,,2011-09-07,116931,586584408,Love and Other Catastrophes
David Stratton,none,Variety,,2009-03-26,116931,586584408,Love and Other Catastrophes
Geoff Andrew,none,Time Out,,2006-02-09,116931,586584408,Love and Other Catastrophes
Janet Maslin,none,New York Times,,2003-05-20,116931,586584408,Love and Other Catastrophes
,rotten,Globe and Mail,,2002-04-12,116931,586584408,Love and Other Catastrophes
Desson Thomson,none,Washington Post,,2002-01-22,116931,586584408,Love and Other Catastrophes
Kenneth Turan,none,Los Angeles Times,,2001-02-14,116931,586584408,Love and Other Catastrophes
,none,Houston Chronicle,,2000-01-01,116931,586584408,Love and Other Catastrophes
Ruthe Stein,none,San Francisco Chronicle,,2000-01-01,116931,586584408,Love and Other Catastrophes
James Berardinelli,rotten,ReelViews,,2000-01-01,116931,586584408,Love and Other Catastrophes
Roger Ebert,rotten,Chicago Sun-Times,,2000-01-01,116931,586584408,Love and Other Catastrophes
,fresh,Hollywood Reporter,A high-spirited fantasy adventure.,2008-05-14,120389,12077,Turbo: A Power Rangers Movie
Joe Leydon,rotten,Variety,"Like the TV series, the pic features makeup and special-effects gimmickry that are far less persuasive than what might be found at second-rate theme-park attractions.",2008-05-14,120389,12077,Turbo: A Power Rangers Movie
Lisa Alspector,rotten,Chicago Reader,"With minimalist and universal fantasies as their points of departure, the superheroic deeds evolve only incrementally beyond the realistic -- a deeply satisfying process.",2008-05-14,120389,12077,Turbo: A Power Rangers Movie
Lawrence Van Gelder,rotten,New York Times,Five-year-olds who have read their Shakespeare will recognize that Turbo is a lot of sound and fury signifying nothing.,2003-05-20,120389,12077,Turbo: A Power Rangers Movie
Jane Horwitz,rotten,Washington Post,A purgatory of low-budget interplanetary adventure.,2002-01-22,120389,12077,Turbo: A Power Rangers Movie
Kevin Thomas,fresh,Los Angeles Times,Turbo is a solid follow-up to the entertaining 1995 Mighty Morphin Power Rangers.,2001-02-14,120389,12077,Turbo: A Power Rangers Movie
Peter Stack,rotten,San Francisco Chronicle,It's cheesy-looking and convoluted and has as much character as a bus tire.,2000-01-01,120389,12077,Turbo: A Power Rangers Movie
Susan Stark,rotten,Detroit News,,2000-01-01,120389,12077,Turbo: A Power Rangers Movie
,none,Variety,,2009-03-26,26071,20094,Anna Karenina
Geoff Andrew,none,Time Out,,2006-06-24,26071,20094,Anna Karenina
Andre Sennwald,none,New York Times,,2006-03-25,26071,20094,Anna Karenina
Dave Kehr,none,Chicago Reader,,2001-04-26,26071,20094,Anna Karenina
Emanuel Levy,none,Variety,,2009-03-26,119013,15163,Double Team
,none,Time Out,,2006-01-26,119013,15163,Double Team
,rotten,Globe and Mail,,2002-04-12,119013,15163,Double Team
Desson Thomson,none,Washington Post,,2002-01-22,119013,15163,Double Team
Kevin Thomas,none,Los Angeles Times,,2001-02-14,119013,15163,Double Team
James Berardinelli,rotten,ReelViews,,2000-01-01,119013,15163,Double Team
Roger Ebert,rotten,Chicago Sun-Times,,2000-01-01,119013,15163,Double Team
Janet Maslin,none,New York Times,,2000-01-01,119013,15163,Double Team
Susan Stark,rotten,Detroit News,,2000-01-01,119013,15163,Double Team
Mick LaSalle,none,San Francisco Chronicle,,2000-01-01,119013,15163,Double Team
Mike Clark,rotten,USA Today,"Rodman is more fun to watch here than either co-star, given his array of earrings and nose rings, plus hair that changes color more frequently than the first lady changes her do.",2000-01-01,119013,15163,Double Team
Lisa Schwarzbaum,rotten,Entertainment Weekly,,2011-09-07,119381,13617,Inventing the Abbotts
Emanuel Levy,rotten,Variety,"Cast of newcomers is appealing, but this small-town melodrama is so old-fashioned and out-of-touch with contemporary youth that it feels as if it were made the same time that its story is set, in 1957.",2007-08-08,119381,13617,Inventing the Abbotts
Geoff Andrew,none,Time Out,,2006-06-24,119381,13617,Inventing the Abbotts
,rotten,Globe and Mail,,2002-04-12,119381,13617,Inventing the Abbotts
Peter Travers,none,Rolling Stone,,2001-05-11,119381,13617,Inventing the Abbotts
Jack Mathews,none,Los Angeles Times,,2001-02-14,119381,13617,Inventing the Abbotts
,none,Houston Chronicle,,2000-01-01,119381,13617,Inventing the Abbotts
Janet Maslin,none,New York Times,,2000-01-01,119381,13617,Inventing the Abbotts
Susan Stark,fresh,Detroit News,,2000-01-01,119381,13617,Inventing the Abbotts
James Berardinelli,fresh,ReelViews,,2000-01-01,119381,13617,Inventing the Abbotts
Desson Thomson,none,Washington Post,,2000-01-01,119381,13617,Inventing the Abbotts
Jonathan Rosenbaum,none,Chicago Reader,,2000-01-01,119381,13617,Inventing the Abbotts
Mike Clark,rotten,USA Today,Would be a lot more fun were it a trashy Troy Donahue-Diane McBain vehicle ground out by Warner Bros. in 1960.,2000-01-01,119381,13617,Inventing the Abbotts
Stanley Kauffmann,none,The New Republic,,2000-01-01,119381,13617,Inventing the Abbotts
Roger Ebert,rotten,Chicago Sun-Times,,2000-01-01,119381,13617,Inventing the Abbotts
Peter Stack,none,San Francisco Chronicle,,2000-01-01,119381,13617,Inventing the Abbotts
,rotten,Entertainment Weekly,,1997-04-04,119381,13617,Inventing the Abbotts
Lisa Schwarzbaum,fresh,Entertainment Weekly,"Anaconda, directed by Luis Llosa with all of the subtlety of a snake-oil salesman, is in the great tradition of cinematic cheese, as processed as Kraft Singles slices.",2010-07-06,118615,11782,Anaconda
Joe Leydon,rotten,Variety,A silly and plodding Jaws rip-off about a 40-foot man-eating snake on the prowl in the Brazilian rain forest.,2008-10-18,118615,11782,Anaconda
Derek Adams,rotten,Time Out,"One never questions the realism of the remarkable animatronic and computer-generated effects, but it's hard to credit a snake that screams.",2006-02-09,118615,11782,Anaconda
Mick LaSalle,rotten,San Francisco Chronicle,Anaconda is about a snake that eats everybody. That about says it all.,2002-06-18,118615,11782,Anaconda
,rotten,Globe and Mail,,2002-04-12,118615,11782,Anaconda
Kenneth Turan,fresh,Los Angeles Times,Anaconda is such a classic combination of feckless dramaturgy and rampant excess that giving way to giggles is the only sane response.,2001-02-14,118615,11782,Anaconda
Stephen Holden,fresh,New York Times,A trashily entertaining reptilian version of Jaws set in the steaming heart of the Amazon rain forest.,2000-01-01,118615,11782,Anaconda
Mike Clark,fresh,USA Today,"It isn't art, but it'll crush your bones.",2000-01-01,118615,11782,Anaconda
Roger Ebert,fresh,Chicago Sun-Times,"It's a slick, scary, funny Creature Feature, beautifully photographed and splendidly acted in high adventure style.",2000-01-01,118615,11782,Anaconda
James Berardinelli,rotten,ReelViews,"Anaconda is trying to be a Jaws for the '90s, but, like last year's The Ghost and the Darkness, it falls short in several key areas.",2000-01-01,118615,11782,Anaconda
Susan Stark,rotten,Detroit News,,2000-01-01,118615,11782,Anaconda
Lisa Schwarzbaum,fresh,Entertainment Weekly,,2011-09-07,119229,12957,Grosse Pointe Blank
Roger Moore,none,Orlando Sentinel,,2011-09-02,119229,12957,Grosse Pointe Blank
,fresh,Miami Herald,,2011-09-02,119229,12957,Grosse Pointe Blank
Stephen Whitty,none,Newark Star-Ledger,,2011-07-30,119229,12957,Grosse Pointe Blank
Stephen Holden,none,New York Times,,2011-07-29,119229,12957,Grosse Pointe Blank
J. Hoberman,none,Village Voice,,2011-07-27,119229,12957,Grosse Pointe Blank
Jonathan Rosenbaum,rotten,Chicago Reader,"Despite some early indications from the two Cusacks and Arkin that it's going to be funny, it winds up an unholy mess that becomes steadily more incoherent -- morally, dramatically, and conceptually.",2009-11-06,119229,12957,Grosse Pointe Blank
Leonard Klady,fresh,Variety,Cusack is charming and assured in the film.,2009-03-26,119229,12957,Grosse Pointe Blank
Susan Stark,fresh,Detroit News,,2008-10-18,119229,12957,Grosse Pointe Blank
Derek Adams,fresh,Time Out,"For what is essentially a one-joke movie, this has an awful lot going for it.",2006-06-24,119229,12957,Grosse Pointe Blank
Mick LaSalle,rotten,San Francisco Chronicle,"A soggy, all-over-the- place mess.",2002-06-18,119229,12957,Grosse Pointe Blank
Rick Groen,fresh,Globe and Mail,"An entertaining oddity, an amiably black comedy whose bared teeth double as an engaging smile: It takes a satiric bite and leaves you laughing through the pain. For that, we can thank the writers.",2002-04-12,119229,12957,Grosse Pointe Blank
Peter Travers,fresh,Rolling Stone,A bright burst of action and comedy with a cast that makes for rousing good company.,2001-05-11,119229,12957,Grosse Pointe Blank
Kenneth Turan,fresh,Los Angeles Times,"Clever enough to make jokes about Greco-Roman wrestling and make them funny, Grosse Pointe Blank's greatest success is the way it maintains its comic attitude.",2001-02-14,119229,12957,Grosse Pointe Blank
Jeff Millar,fresh,Houston Chronicle,What makes us laugh at this dark comedy is the insolence its creators hold for the very bones of their narrative.,2000-01-01,119229,12957,Grosse Pointe Blank
James Berardinelli,fresh,ReelViews,"The film offers sufficient small pleasures to make it worth enduring the less effective elements. As a result, while Grosse Pointe Blank fails to deliver a fullisade, at least the chamber's not empty, either.",2000-01-01,119229,12957,Grosse Pointe Blank
Roger Ebert,fresh,Chicago Sun-Times,The film takes the form but not the feel of a comic thriller. It's quirkier than that.,2000-01-01,119229,12957,Grosse Pointe Blank
Janet Maslin,fresh,New York Times,"Directed jauntily by George Armitage, it has the jokey, winsome tone of his earlier Miami Blues and enough wild-card energy to keep it bright and surprising.",2000-01-01,119229,12957,Grosse Pointe Blank
Stephanie Zacharek,rotten,Salon.com,"It's a sad day when an actor who's totally, beautifully in touch with his dark side finds himself stuck in a movie that's scared of its own shadow.",2000-01-01,119229,12957,Grosse Pointe Blank
Susan Wloszczyna,fresh,USA Today,"With a breezy unpredictability that belies a darker underside, Grosse Pointe Blank, directed by George Armitage, is the kind of quirky, character-driven comedy they don't make much anymore.",2000-01-01,119229,12957,Grosse Pointe Blank
Todd McCarthy,none,Variety,,2009-03-26,116762,16821,Keys to Tulsa
Geoff Andrew,none,Time Out,,2006-06-24,116762,16821,Keys to Tulsa
Jeff Strickler,none,Minneapolis Star Tribune,,2002-11-06,116762,16821,Keys to Tulsa
Edward Guthmann,none,San Francisco Chronicle,,2002-06-18,116762,16821,Keys to Tulsa
Kevin Thomas,none,Los Angeles Times,,2001-02-14,116762,16821,Keys to Tulsa
James Berardinelli,rotten,ReelViews,,2000-01-01,116762,16821,Keys to Tulsa
Leonard Klady,none,Variety,,2009-03-26,118541,15292,8 Heads in a Duffel Bag
,none,Time Out,,2006-01-26,118541,15292,8 Heads in a Duffel Bag
Jeff Strickler,none,Minneapolis Star Tribune,,2002-11-06,118541,15292,8 Heads in a Duffel Bag
